text,label
Cảm thấy tự tin hơn về kiến thức chuyên môn của mình.,Positive
Buồn vì những mâu thuẫn trong nhóm làm bài tập lớn.,Negative
Đang làm bài tập môn Cơ học lý thuyết.,Neutral
Học được cách tự học và tự nghiên cứu hiệu quả.,Positive
Cảm thấy kiệt sức vì vừa học vừa phải đi làm thêm trang trải cuộc sống.,Negative
Thông báo về quy định trang phục khi đến trường.,Neutral
Tự hào khi được đại diện thế hệ sinh viên phát biểu.,Positive
Áp lực khi phải đáp ứng sự kỳ vọng của bản thân.,Negative
Đang ghi chú lại các mốc thời gian quan trọng trong lịch sử.,Neutral
Vui vì được tham gia một khóa học kỹ năng mềm thực tế.,Positive
Mệt mỏi vì phải học nhồi nhét quá nhiều kiến thức cùng lúc.,Negative
Cần tìm hiểu về các yêu cầu để tốt nghiệp đúng hạn.,Neutral
Đạt điểm cao môn học mà trước đây từng rất sợ.,Positive
Cảm thấy bị giới hạn trong khuôn khổ chương trình đào tạo.,Negative
Giờ học Thể dục học kỹ thuật nhảy xa.,Neutral
Hào hứng với việc khám phá và chinh phục những thử thách mới.,Positive
Mất hứng thú vì phương pháp giảng dạy một chiều.,Negative
Đang chuẩn bị cho bài kiểm tra 15 phút môn Địa lý.,Neutral
Vui vì nhận được phản hồi xây dựng từ bạn bè.,Positive
Lo lắng vì chưa nắm vững kiến thức cơ bản.,Negative
Cần rèn luyện kỹ năng trình bày vấn đề rõ ràng.,Neutral
Cảm thấy mình đã tìm được niềm vui trong học tập.,Positive
Buồn vì lỡ mất cơ hội tham gia một hoạt động ngoại khóa hay.,Negative
Đang làm bài tập thiết kế mạch điện tử.,Neutral
Học được cách giữ bình tĩnh khi đối mặt với khó khăn.,Positive
Cảm thấy nhàm chán vì nội dung học không có tính ứng dụng cao.,Negative
Thông báo về lịch thi học kỳ II.,Neutral
Tự hào khi bài dự thi khoa học kỹ thuật được chọn vào vòng trong.,Positive
Sợ bị điểm danh vắng mặt ảnh hưởng kết quả.,Negative
Đang ghi lại các phương trình hóa học cần nhớ.,Neutral
"Vui vì được học trong một tập thể lớp đoàn kết, giúp đỡ lẫn nhau.",Positive
Mệt mỏi vì phải ôn thi quá nhiều môn cùng một lúc.,Negative
Cần chuẩn bị tâm lý thoải mái trước khi vào phòng thi.,Neutral
Đạt giải Ba cuộc thi viết luận tiếng Anh cấp quốc gia.,Positive
Cảm thấy áp lực vì sợ làm phụ lòng cha mẹ.,Negative
Giờ học Công nghệ tìm hiểu về trí tuệ nhân tạo.,Neutral
Hào hứng khi được tham gia một dự án khởi nghiệp sinh viên.,Positive
"Nản lòng vì kiến thức quá khó, vượt ngoài khả năng tiếp thu.",Negative
Đang xem lại các video thí nghiệm Hóa học.,Neutral
Vui vì đã hoàn thành mục tiêu học tập đề ra cho tuần này.,Positive
Lo lắng về việc liệu có đủ thời gian để hoàn thành tất cả bài tập.,Negative
Cần tìm hiểu về các kỹ năng cần thiết cho công việc tương lai.,Neutral
Cảm thấy tự tin hơn về khả năng giao tiếp của mình.,Positive
Buồn vì những tranh cãi không đáng có trong nhóm học tập.,Negative
Đang làm bài tập về nhà môn Lịch sử Đảng.,Neutral
Học được cách tự tạo động lực cho bản thân.,Positive
Cảm thấy kiệt sức sau một tuần thi cử căng thẳng.,Negative
Thông báo về quy định nộp học phí đúng hạn.,Neutral
Tự hào khi được nhận học bổng khuyến khích của trường.,Positive
"Áp lực khi phải luôn tỏ ra mạnh mẽ, không được phép yếu đuối.",Negative
Đang ghi chú lại những cấu trúc ngữ pháp tiếng Anh phức tạp.,Neutral
"Vui vì tìm được một phương pháp học tập sáng tạo, hiệu quả.",Positive
Mệt mỏi vì không gian học tập thiếu ánh sáng và không khí.,Negative
Cần chuẩn bị bài thuyết trình thật kỹ lưỡng và chuyên nghiệp.,Neutral
Đạt điểm cao môn học mà mình không thực sự yêu thích.,Positive
Cảm thấy bị gò bó bởi những quy tắc cứng nhắc của nhà trường.,Negative
Giờ học Mỹ thuật thực hành vẽ tĩnh vật.,Neutral
Hào hứng với việc được học hỏi từ những chuyên gia đầu ngành.,Positive
Mất động lực vì cảm thấy công sức bỏ ra không được đền đáp xứng đáng.,Negative
Đang xem lại các ghi chú đã viết trong buổi học trước.,Neutral
Vui vì được tham gia một câu lạc bộ phù hợp với sở thích.,Positive
Lo lắng về việc liệu có thể cân bằng giữa học và chơi.,Negative
Cần luyện tập thêm kỹ năng tư duy logic và phân tích.,Neutral
Cảm thấy mình đã học được cách tự lập hơn trong cuộc sống.,Positive
Buồn vì kết quả thi thử không được như mong muốn.,Negative
Đang làm bài tập thực hành môn Marketing căn bản.,Neutral
Học được cách tôn trọng sự khác biệt và ý kiến của người khác.,Positive
Cảm thấy nhàm chán vì phương pháp kiểm tra đánh giá đơn điệu.,Negative
Thông báo về buổi tư vấn hướng nghiệp cho sinh viên năm cuối.,Neutral
Tự hào khi được là một phần của cộng đồng học thuật sôi nổi.,Positive
Sợ bị tụt lại phía sau so với bạn bè cùng trang lứa.,Negative
Đang ghi lại những từ khóa quan trọng của bài học.,Neutral
Vui vì tìm được người hướng dẫn tận tâm cho khóa luận.,Positive
Mệt mỏi vì phải đối mặt với quá nhiều áp lực cùng lúc.,Negative
Cần chuẩn bị hồ sơ xin thực tập tại công ty mong muốn.,Neutral
Đạt giải cao trong cuộc thi nghiên cứu khoa học sinh viên.,Positive
Cảm thấy bất an về tương lai nghề nghiệp không rõ ràng.,Negative
Giờ học Văn phân tích hình tượng người lính trong thơ ca kháng chiến.,Neutral
Hào hứng khi được tham gia các hoạt động trải nghiệm thực tế.,Positive
Nản lòng vì môi trường học tập thiếu sự hỗ trợ.,Negative
Đang xem lại các bài tập về nhà đã nộp.,Neutral
Vui vì đã vượt qua được giới hạn của bản thân.,Positive
Lo lắng về việc liệu có thể tìm được công việc tốt sau khi tốt nghiệp.,Negative
Cần luyện tập kỹ năng viết báo cáo tổng kết.,Neutral
Cảm thấy may mắn khi có những người bạn luôn sát cánh động viên.,Positive
Buồn vì những lời chỉ trích thiếu tính xây dựng từ người khác.,Negative
Đang làm bài tập môn Nhiệt động lực học.,Neutral
Học được cách quản lý stress và giữ tinh thần lạc quan.,Positive
Cảm thấy kiệt sức vì phải học quá nhiều môn không liên quan.,Negative
Thông báo về quy định phòng chống dịch bệnh tại trường.,Neutral
Tự hào khi được nhận bằng khen của hiệu trưởng.,Positive
Áp lực khi phải chứng minh năng lực của mình với mọi người.,Negative
Đang ghi chú lại các công thức lượng giác cần nhớ.,Neutral
Vui vì được tham gia một dự án cộng đồng ý nghĩa.,Positive
Mệt mỏi vì phải di chuyển xa đến địa điểm thực tập.,Negative
Cần tìm hiểu về các xu hướng công nghệ mới nhất.,Neutral
Đạt điểm tuyệt đối bài thi cuối kỳ môn Triết học Mác-Lênin.,Positive
Cảm thấy bị hạn chế khả năng phát triển cá nhân.,Negative
Giờ học Thể dục học kỹ thuật ném bóng rổ.,Neutral
Hào hứng với việc được tự do sáng tạo trong học tập.,Positive
Mất hứng thú vì giáo viên thiếu nhiệt tình trong giảng dạy.,Negative
Đang chuẩn bị cho bài kiểm tra từ vựng tiếng Pháp.,Neutral
Vui vì nhận được học bổng tài trợ từ doanh nghiệp.,Positive
Lo lắng vì chưa biết cách áp dụng lý thuyết vào thực hành.,Negative
Cần rèn luyện kỹ năng thuyết phục và đàm phán.,Neutral
Cảm thấy mình đã có định hướng rõ ràng hơn cho tương lai.,Positive
Buồn vì những hiểu lầm không đáng có với bạn cùng nhóm.,Negative
Đang làm bài tập thực hành môn Quản trị mạng.,Neutral
Học được cách nhìn nhận thất bại như một bài học kinh nghiệm.,Positive
Cảm thấy nhàm chán vì phải học đi học lại những kiến thức cơ bản.,Negative
Thông báo về lịch tổ chức tuần sinh hoạt chính trị đầu năm.,Neutral
Tự hào khi được tham gia vào đội ngũ cán bộ lớp năng động.,Positive
Sợ không đủ thời gian để hoàn thành tất cả các mục tiêu học tập.,Negative
Đang ghi lại những điểm mấu chốt cần ôn tập cho kỳ thi.,Neutral
Vui vì tìm được một phương pháp học tập phù hợp với não bộ.,Positive
Mệt mỏi vì không gian học tập thiếu sự yên tĩnh cần thiết.,Negative
Cần chuẩn bị bài giới thiệu bản thân cho buổi phỏng vấn.,Neutral
Đạt giải cao trong cuộc thi hùng biện về môi trường.,Positive
Cảm thấy áp lực từ sự thành công của bạn bè.,Negative
Giờ học Công nghệ tìm hiểu về năng lượng tái tạo.,Neutral
Hào hứng khi được tham gia các buổi workshop chuyên ngành.,Positive
Nản lòng vì gặp phải quá nhiều thuật ngữ khó hiểu.,Negative
Đang xem lại các bài giảng đã được ghi hình.,Neutral
Vui vì đã hoàn thành khóa học với kết quả tốt đẹp.,Positive
Lo lắng về việc liệu điểm số có đủ để xét tốt nghiệp loại Giỏi.,Negative
Cần rèn luyện kỹ năng phân tích số liệu thống kê.,Neutral
Cảm thấy mình đã có một học kỳ thật sự hiệu quả và ý nghĩa.,Positive
Buồn vì không được tham gia chuyến tham quan thực tế cùng lớp.,Negative
Đang làm bài tập về nhà môn Vật lý đại cương.,Neutral
Học được cách đặt câu hỏi thông minh để hiểu sâu vấn đề.,Positive
Cảm thấy nhàm chán vì giáo trình quá cũ và lạc hậu.,Negative
Thông báo về việc gia hạn thời gian nộp bài tập lớn.,Neutral
Tự hào khi được thầy cô tin tưởng giao phó trọng trách.,Positive
Sợ bị đánh giá là thiếu năng lực khi làm việc nhóm.,Negative
Đang ghi chú lại các lý thuyết quan trọng môn Kinh tế lượng.,Neutral
Vui vì được tham gia một buổi giao lưu với sinh viên quốc tế.,Positive
Mệt mỏi vì phải di chuyển giữa các lớp học ở các tòa nhà khác nhau.,Negative
Cần chuẩn bị trang phục phù hợp cho buổi lễ tốt nghiệp.,Neutral
Đạt giải Khuyến khích cuộc thi sáng tác thơ văn sinh viên.,Positive
Cảm thấy bị cô lập vì sở thích khác biệt với bạn bè.,Negative
Giờ học Sinh học tìm hiểu về di truyền học Mendel.,Neutral
Hào hứng với việc được áp dụng các mô hình lý thuyết vào bài tập tình huống.,Positive
Nản lòng vì không nhận được sự hỗ trợ cần thiết từ giảng viên hướng dẫn.,Negative
Đang xem lại các slide bài giảng đã được chia sẻ online.,Neutral
Vui vì nhận được phản hồi tích cực về phong cách trình bày.,Positive
Lo lắng về việc liệu có thể hoàn thành tất cả các môn học đúng tiến độ.,Negative
Cần rèn luyện kỹ năng viết báo cáo khoa học chuẩn mực.,Neutral
Cảm thấy mình đã tìm thấy đam mê thực sự trong lĩnh vực này.,Positive
Buồn vì những hiểu lầm không đáng có trong quá trình học tập.,Negative
Đang làm bài tập thực hành môn Photoshop.,Neutral
Học được cách giữ vững lập trường và bảo vệ quan điểm của mình.,Positive
Cảm thấy kiệt sức vì lịch học quá dày và thiếu thời gian nghỉ ngơi.,Negative
Thông báo về việc mở lớp học phụ đạo miễn phí.,Neutral
Tự hào khi được là thành viên tích cực của câu lạc bộ học thuật.,Positive
Áp lực khi phải luôn duy trì hình ảnh hoàn hảo trong mắt mọi người.,Negative
Đang ghi lại những công thức giải nhanh bài tập trắc nghiệm.,Neutral
Vui vì tìm được một mentor tận tâm và giàu kinh nghiệm.,Positive
"Mệt mỏi vì không gian tự học ở thư viện quá ồn ào, khó tập trung.",Negative
Cần chuẩn bị kỹ năng và kiến thức cho thị trường lao động.,Neutral
Đạt điểm cao môn học mà trước đây từng nghĩ sẽ trượt.,Positive
Cảm thấy bị hạn chế về tài liệu học tập và nghiên cứu.,Negative
Giờ học Công nghệ tìm hiểu về Internet of Things (IoT).,Neutral
Hào hứng khi được tham gia một dự án nghiên cứu liên ngành.,Positive
Mất động lực vì không thấy được sự tiến bộ rõ rệt của bản thân.,Negative
Đang xem lại các bài kiểm tra cũ để rút kinh nghiệm.,Neutral
Vui vì được học bổng tài năng trẻ của tỉnh/thành phố.,Positive
Lo lắng về việc liệu có thể vượt qua kỳ thi tuyển sinh sau đại học.,Negative
Cần luyện tập thêm kỹ năng phản biện và tranh luận.,Neutral
Cảm thấy việc học giúp mình mở mang đầu óc và tầm nhìn.,Positive
Buồn vì những đánh giá thiếu khách quan từ người khác.,Negative
Đang làm bài tập về nhà môn Pháp luật đại cương.,Neutral
"Học được cách tổ chức thông tin một cách khoa học, dễ hiểu.",Positive
Cảm thấy nhàm chán vì phương pháp học tập quá thụ động.,Negative
Thông báo về việc tổ chức cuộc thi ảnh sinh viên.,Neutral
Tự hào khi được đại diện sinh viên Việt Nam tham dự diễn đàn quốc tế.,Positive
Sợ bị bạn bè giỏi hơn bỏ xa về kiến thức và kỹ năng.,Negative
Đang ghi chú lại các thuật ngữ tiếng Anh chuyên ngành mới.,Neutral
Vui vì tìm được nguồn tài liệu quý giá cho bài nghiên cứu.,Positive
Mệt mỏi vì phải học thuộc lòng quá nhiều chi tiết vụn vặt.,Negative
Cần chuẩn bị hồ sơ xin việc thật ấn tượng và chuyên nghiệp.,Neutral
Đạt giải Nhất cuộc thi thiết kế poster khoa học.,Positive
Cảm thấy lạc lõng giữa môi trường học tập cạnh tranh khốc liệt.,Negative
Giờ học Mỹ thuật thực hành phối màu.,Neutral
Hào hứng với những tiết học có tính tương tác cao.,Positive
Nản lòng vì gặp phải giáo viên không công bằng trong đánh giá.,Negative
Đang xem lại video hướng dẫn sử dụng thiết bị phòng thí nghiệm.,Neutral
Vui vì nhận được sự giúp đỡ và chia sẻ kinh nghiệm từ anh chị khóa trước.,Positive
Lo lắng về việc liệu có thể hoàn thành khóa luận đúng thời hạn.,Negative
Cần rèn luyện kỹ năng làm việc độc lập và tự chủ.,Neutral
Cảm thấy mình đã có sự chuẩn bị tốt cho tương lai nghề nghiệp.,Positive
Buồn vì những mâu thuẫn nhỏ nhặt làm ảnh hưởng đến tình bạn.,Negative
Đang làm bài tập thực hành môn Lập trình hướng đối tượng.,Neutral
Học được cách chấp nhận những điểm chưa hoàn hảo của bản thân.,Positive
Cảm thấy kiệt sức vì phải đối mặt với quá nhiều kỳ vọng.,Negative
Thông báo về việc đăng ký tham gia các hoạt động tình nguyện hè.,Neutral
Tự hào khi được vinh danh là sinh viên xuất sắc toàn khóa.,Positive
Áp lực khi phải lựa chọn giữa nhiều cơ hội học tập và làm việc.,Negative
Đang ghi lại những điểm cần cải thiện trong kỹ năng mềm.,Neutral
Vui vì tìm được một công việc làm thêm phù hợp với chuyên ngành.,Positive
Mệt mỏi vì không gian học tập thiếu tiện nghi cần thiết.,Negative
Cần chuẩn bị bài thuyết trình cuối kỳ thật công phu.,Neutral
Đạt học bổng toàn phần cho chương trình thạc sĩ ở nước ngoài.,Positive
Cảm thấy bối rối khi phải định hướng lại con đường học vấn.,Negative
Giờ học Văn phân tích tâm trạng nhân vật Thúy Kiều.,Neutral
Hào hứng khi được tham gia một dự án mang lại giá trị cho cộng đồng.,Positive
"Mất hứng thú vì không khí lớp học thiếu sự nhiệt tình, sôi nổi.",Negative
Đang xem lại các quy định về thực tập tốt nghiệp.,Neutral
Vui vì đã vượt qua được những môn học khó khăn nhất.,Positive
Lo lắng về khả năng hòa nhập với môi trường làm việc chuyên nghiệp.,Negative
Cần luyện tập giải các bài toán tối ưu hóa.,Neutral
Cảm thấy tự tin hơn vào khả năng giải quyết vấn đề của mình.,Positive
Buồn vì những lời nhận xét tiêu cực ảnh hưởng đến tinh thần.,Negative
Đang làm bài tập môn Sức bền vật liệu.,Neutral
Học được cách quản lý thời gian và ưu tiên công việc hiệu quả.,Positive
Cảm thấy kiệt sức vì phải học quá nhiều môn đại cương nhàm chán.,Negative
Thông báo về quy định an toàn phòng cháy chữa cháy tại ký túc xá.,Neutral
Tự hào khi được đại diện cho khoa tham gia hội thảo chuyên ngành.,Positive
Sợ bị đánh giá là không đủ năng lực để đảm nhận vị trí lớp trưởng.,Negative
Đang ghi chú lại các phương pháp phân tích dữ liệu hiệu quả.,Neutral
Vui vì được tham gia một khóa đào tạo kỹ năng thuyết trình chuyên nghiệp.,Positive
Mệt mỏi vì phải di chuyển liên tục giữa các buổi học và làm thêm.,Negative
Cần tìm hiểu về các yêu cầu của chương trình đào tạo thạc sĩ.,Neutral
Đạt điểm cao môn học mà trước đây từng rất ghét.,Positive
Cảm thấy bị hạn chế trong việc tiếp cận các nguồn tài liệu mới.,Negative
Giờ học Thể dục học kỹ thuật đá cầu.,Neutral
Hào hứng với việc được học hỏi từ những người có kinh nghiệm thực tế.,Positive
Nản lòng vì không tìm được sự đồng cảm từ bạn bè.,Negative
Đang xem lại các bài tập về nhà đã được chấm điểm.,Neutral
Vui vì nhận được sự công nhận xứng đáng cho những nỗ lực của mình.,Positive
Lo lắng về việc liệu có thể đáp ứng được yêu cầu ngày càng cao của ngành.,Negative
Cần rèn luyện kỹ năng viết email giao tiếp công việc.,Neutral
Cảm thấy mình đã lựa chọn đúng con đường sự nghiệp.,Positive
Buồn vì những hiểu lầm không đáng có với phụ huynh về việc học.,Negative
Đang làm bài tập thực hành môn Thiết kế web.,Neutral
Học được cách giữ tinh thần lạc quan ngay cả khi gặp khó khăn.,Positive
Cảm thấy nhàm chán vì phải nghe lại những kiến thức đã biết.,Negative
Thông báo về chương trình giao lưu văn hóa với trường bạn.,Neutral
Tự hào khi bài nghiên cứu của mình được đăng trên tạp chí khoa học.,Positive
Áp lực khi phải đưa ra quyết định về việc học lên cao học hay đi làm.,Negative
Đang ghi lại những ý chính cần trình bày trong buổi báo cáo nhóm.,Neutral
Vui vì tìm được một nhóm học tập cùng mục tiêu và hiệu quả.,Positive
Mệt mỏi vì không gian ký túc xá quá chật chội và ồn ào.,Negative
Cần chuẩn bị hồ sơ xin học bổng du học thật kỹ lưỡng.,Neutral
Đạt giải Nhì cuộc thi lập trình ACM ICPC cấp khu vực.,Positive
Cảm thấy bối rối khi phải lựa chọn giữa nhiều môn học tự chọn.,Negative
Giờ học Lịch sử tìm hiểu về chiến tranh thế giới thứ hai.,Neutral
Hào hứng khi được tham gia vào các hoạt động tình nguyện vì cộng đồng.,Positive
Mất động lực vì cảm thấy chương trình học quá nặng nề.,Negative
Đang xem lại các quy định về bảo vệ đồ án tốt nghiệp.,Neutral
Vui vì đã vượt qua được chính mình trong kỳ thi vừa rồi.,Positive
Lo lắng về khả năng tìm được việc làm đúng chuyên ngành đào tạo.,Negative
Cần luyện tập kỹ năng phỏng vấn nhóm.,Neutral
Cảm thấy tự tin hơn về kiến thức nền tảng đã được trang bị.,Positive
Buồn vì những mâu thuẫn nội bộ làm ảnh hưởng đến kết quả chung của nhóm.,Negative
Đang làm bài tập môn Truyền thông Marketing tích hợp.,Neutral
"Học được cách tự đánh giá điểm mạnh, điểm yếu của bản thân.",Positive
"Cảm thấy kiệt sức vì lịch trình học tập quá dày đặc, không có thời gian thư giãn.",Negative
Thông báo về quy định sử dụng phòng thực hành máy tính.,Neutral
Tự hào khi được nhận bằng khen của Bộ Giáo dục và Đào tạo.,Positive
Sợ bị bạn bè coi thường vì hoàn cảnh gia đình khó khăn.,Negative
Đang ghi chú lại các phương pháp tối ưu hóa quy trình làm việc.,Neutral
Vui vì được tham gia một khóa học về tư duy thiết kế (Design Thinking).,Positive
"Mệt mỏi vì phải học thuộc lòng quá nhiều định nghĩa, khái niệm trừu tượng.",Negative
Cần tìm hiểu về các yêu cầu đầu vào của các công ty lớn.,Neutral
Đạt điểm cao môn học được coi là 'sát thủ' của khoa.,Positive
Cảm thấy bị giới hạn trong việc lựa chọn đề tài nghiên cứu yêu thích.,Negative
Giờ học Công nghệ tìm hiểu về Big Data và ứng dụng.,Neutral
Hào hứng với việc được học hỏi từ những thất bại của bản thân.,Positive
Nản lòng vì không nhận được sự phản hồi kịp thời từ giảng viên.,Negative
Đang xem lại các bài tập đã làm sai để rút kinh nghiệm.,Neutral
Vui vì nhận được sự tin tưởng và ủng hộ từ bạn bè thân thiết.,Positive
Lo lắng về việc liệu có thể hoàn thành tốt vai trò được giao.,Negative
Cần rèn luyện kỹ năng giải quyết xung đột một cách hiệu quả.,Neutral
Cảm thấy mình đã có một nền tảng vững chắc cho tương lai.,Positive
Buồn vì những hiểu lầm không đáng có với người thân về việc học.,Negative
Đang làm bài tập thực hành môn Phân tích tài chính doanh nghiệp.,Neutral
Học được cách giữ vững đam mê và theo đuổi mục tiêu đến cùng.,Positive
Cảm thấy nhàm chán vì thiếu sự đổi mới trong phương pháp giảng dạy.,Negative
Thông báo về chương trình 'Tiếp sức mùa thi' cho học sinh cuối cấp.,Neutral
"Tự hào khi được là một phần của thế hệ sinh viên năng động, sáng tạo.",Positive
Áp lực khi phải đưa ra lựa chọn ảnh hưởng đến cả tương lai.,Negative
Đang ghi lại những kinh nghiệm quý báu học được từ thực tế.,Neutral
Vui vì tìm được một công việc thực tập đúng chuyên ngành và có lương.,Positive
Mệt mỏi vì không gian học tập thiếu sự riêng tư cần thiết.,Negative
Cần chuẩn bị một bài giới thiệu ấn tượng về dự án của mình.,Neutral
Đạt học bổng Vượt khó học giỏi của nhà trường.,Positive
Cảm thấy bối rối khi phải đối mặt với quá nhiều thông tin trái chiều.,Negative
Giờ học Văn phân tích bi kịch của nhân vật Hộ trong 'Đời thừa'.,Neutral
Hào hứng khi được tham gia một cuộc thi ý tưởng khởi nghiệp.,Positive
Mất hứng thú vì không khí lớp học thiếu sự cạnh tranh tích cực.,Negative
Đang xem lại các tiêu chí đánh giá môn học.,Neutral
Vui vì đã chinh phục được nỗi sợ hãi môn Toán cao cấp.,Positive
Lo lắng về khả năng thích ứng với văn hóa doanh nghiệp sau này.,Negative
Cần luyện tập kỹ năng viết lách học thuật (academic writing).,Neutral
Cảm thấy tự tin hơn vào khả năng lãnh đạo của bản thân.,Positive
Buồn vì những lời đàm tiếu sau lưng ảnh hưởng đến tâm trạng.,Negative
Đang làm bài tập môn Hệ điều hành.,Neutral
Học được cách quản lý kỳ vọng của bản thân và người khác.,Positive
Cảm thấy kiệt sức vì phải cân bằng giữa việc học và trách nhiệm gia đình.,Negative
Thông báo về quy định bảo mật thông tin cá nhân của sinh viên.,Neutral
Tự hào khi được nhận giải thưởng nghiên cứu khoa học cấp Bộ.,Positive
Sợ bị đánh giá là thiếu kinh nghiệm thực tế khi đi xin việc.,Negative
Đang ghi chú lại các phương pháp học từ vựng hiệu quả.,Neutral
Vui vì được tham gia một khóa học về kỹ năng sống cần thiết.,Positive
"Mệt mỏi vì phải học quá nhiều môn lý thuyết khô khan, khó nhớ.",Negative
Cần tìm hiểu về các chương trình sau đại học trong và ngoài nước.,Neutral
Đạt điểm cao môn học mà mình từng nghĩ sẽ không qua nổi.,Positive
Cảm thấy bị hạn chế trong việc thể hiện cá tính riêng.,Negative
Giờ học Thể dục tập các bài tập rèn luyện sức bền.,Neutral
Hào hứng với việc được tiếp xúc với những công nghệ tiên tiến.,Positive
Nản lòng vì không tìm được sự giúp đỡ khi gặp khó khăn.,Negative
Đang xem lại các bài tập nhóm đã hoàn thành.,Neutral
Vui vì nhận được sự động viên đúng lúc từ thầy cô.,Positive
Lo lắng về việc liệu có thể theo kịp chương trình học quốc tế.,Negative
Cần rèn luyện kỹ năng làm việc hiệu quả trong môi trường đa văn hóa.,Neutral
Cảm thấy mình đã có những trải nghiệm học tập thật sự đáng nhớ.,Positive
Buồn vì những bất đồng quan điểm không thể giải quyết trong nhóm.,Negative
Đang làm bài tập thực hành môn Kỹ thuật điện.,Neutral
Học được cách biến áp lực thành động lực để phấn đấu.,Positive
"Cảm thấy nhàm chán vì thiếu các hoạt động thực hành, trải nghiệm.",Negative
"Thông báo về ngày hội tư vấn tuyển sinh đại học, cao đẳng.",Neutral
Tự hào khi được là thủ khoa đầu vào của trường.,Positive
Áp lực khi phải luôn cố gắng để không phụ lòng mong đợi của mọi người.,Negative
Đang ghi lại những bài học kinh nghiệm sau mỗi lần thất bại.,Neutral
Vui vì tìm được một cộng đồng học tập tích cực và hỗ trợ lẫn nhau.,Positive
Mệt mỏi vì không gian sống và học tập không đảm bảo vệ sinh.,Negative
Cần chuẩn bị một bài trình bày thật logic và thuyết phục.,Neutral
Đạt học bổng chính phủ cho chương trình nghiên cứu sinh.,Positive
Cảm thấy bối rối khi phải lựa chọn giữa đam mê và thực tế.,Negative
Giờ học Lịch sử tìm hiểu về các cuộc kháng chiến chống ngoại xâm.,Neutral
Hào hứng khi được tham gia vào một dự án khởi nghiệp đổi mới sáng tạo.,Positive
Mất động lực vì cảm thấy bị đối xử bất công trong học tập.,Negative
Đang xem lại các quy định về xét công nhận tốt nghiệp.,Neutral
Vui vì đã vượt qua được giai đoạn khủng hoảng học tập.,Positive
Lo lắng về khả năng tìm được việc làm phù hợp với sở thích và năng lực.,Negative
Cần luyện tập kỹ năng viết CV và thư xin việc ấn tượng.,Neutral
Cảm thấy tự tin hơn về định hướng phát triển bản thân.,Positive
Buồn vì những lời nói vô tình làm tổn thương lòng tự trọng.,Negative
Đang làm bài tập môn Trí tuệ nhân tạo.,Neutral
Học được cách cân bằng giữa lý thuyết và thực hành.,Positive
Cảm thấy kiệt sức vì phải chạy đua với thời gian và deadline.,Negative
Thông báo về quy định sử dụng tài liệu trong phòng thi.,Neutral
Tự hào khi được nhận giấy khen vì đóng góp tích cực cho hoạt động Đoàn - Hội.,Positive
Sợ bị đánh giá là thiếu sáng tạo trong bài làm.,Negative
Đang ghi chú lại các mẹo làm bài thi hiệu quả.,Neutral
Vui vì được tham gia một buổi nói chuyện truyền cảm hứng từ cựu sinh viên.,Positive
Mệt mỏi vì phải học quá nhiều môn không thuộc sở trường.,Negative
Cần tìm hiểu về các chương trình thực tập sinh tiềm năng.,Neutral
Đạt điểm cao môn học mà nhiều người cho là khó nhằn.,Positive
Cảm thấy bị áp đặt bởi những quy định về trang phục quá khắt khe.,Negative
Giờ học Thể dục học các động tác khởi động cơ bản.,Neutral
Hào hứng với việc được khám phá những nền văn hóa khác nhau qua môn học.,Positive
Nản lòng vì không nhận được sự hướng dẫn cụ thể từ trợ giảng.,Negative
Đang xem lại các bài tập ví dụ trong sách giáo khoa.,Neutral
Vui vì nhận được sự khích lệ và tin tưởng từ bạn bè cùng lớp.,Positive
Lo lắng về việc liệu có thể hoàn thành tốt bài kiểm tra đột xuất.,Negative
Cần rèn luyện kỹ năng tổng hợp và phân tích thông tin.,Neutral
Cảm thấy mình đã có những bước tiến đáng kể trong học kỳ này.,Positive
Buồn vì những hiểu lầm không đáng có làm rạn nứt tình bạn.,Negative
Đang làm bài tập thực hành môn An toàn thông tin.,Neutral
Học được cách đối mặt với thử thách một cách bình tĩnh và tự tin.,Positive
Cảm thấy nhàm chán vì các hoạt động ngoại khóa thiếu sự đa dạng.,Negative
Thông báo về việc tổ chức cuộc thi Olympic Vật lý sinh viên.,Neutral
Tự hào khi được là thành viên của một nhóm nghiên cứu mạnh.,Positive
Áp lực khi phải luôn giữ vững phong độ học tập ổn định.,Negative
Đang ghi lại những điểm cần lưu ý khi viết luận văn.,Neutral
Vui vì tìm được một phương pháp ôn tập hiệu quả trước kỳ thi.,Positive
Mệt mỏi vì không gian học tập ở nhà thiếu sự yên tĩnh.,Negative
Cần chuẩn bị bài giới thiệu nhóm trong buổi học tới.,Neutral
Đạt giải Ba cuộc thi hùng biện tiếng Pháp cấp thành phố.,Positive
Cảm thấy bị bỏ rơi khi không được tham gia vào các cuộc thảo luận.,Negative
Giờ học Công nghệ tìm hiểu về Blockchain và ứng dụng.,Neutral
Hào hứng khi được học hỏi từ những sai lầm của chính mình.,Positive
"Mất động lực vì cảm thấy môn học quá trừu tượng, khó liên hệ thực tế.",Negative
Đang xem lại các tiêu chí chấm điểm bài tập lớn.,Neutral
Vui vì được học bổng tài trợ chi phí học tập.,Positive
Lo lắng về việc liệu có thể tìm được việc làm thêm phù hợp.,Negative
Cần luyện tập thêm kỹ năng giao tiếp phi ngôn ngữ.,Neutral
